pathogen,resistance,criteria,model type
"Providencia rettgeri","ARO:3002545","perfect","protein homolog model"
"Aeromonas caviae","ARO:3002545","perfect","protein homolog model"
"Aeromonas caviae","ARO:3002545","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3002545","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002545","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002545","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002545","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002545","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002545","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3002545","perfect_strict","protein homolog model"
"Aeromonas veronii","ARO:3002545","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002530","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002530","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3002530","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002530","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002530","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002530","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002530","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002530","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002530","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002530","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002530","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002530","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3002170","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3002170","perfect","protein homolog model"
"Citrobacter werkmanii","ARO:3002777","perfect_strict","protein homolog model"
"Citrobacter werkmanii","ARO:3002777","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3002777","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002777","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002777","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3001070","perfect","protein homolog model"
"Shigella sonnei","ARO:3001070","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001070","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001070","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3001070","perfect_strict","protein homolog model"
"Enterobacter cloacae","ARO:3001070","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3001070","perfect_strict","protein homolog model"
"Staphylococcus hominis","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus saprophyticus","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus simulans","ARO:3002829","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus haemolyticus","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus aureus","ARO:3002829","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus epidermidis","ARO:3002829","perfect_strict","protein homolog model"
"Staphylococcus pasteuri","ARO:3002829","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3000973","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000973","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3000973","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3000973","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3000973","perfect","protein homolog model"
"Bacillus velezensis","ARO:3000973","perfect_strict","protein homolog model"
"Morganella morganii","ARO:3000973","perfect","protein homolog model"
"Serratia marcescens","ARO:3000973","perfect_strict","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002734","perfect","protein homolog model"
"Klebsiella michiganensis","ARO:3002734","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3002734","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002734","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002734","perfect","protein homolog model"
"Salmonella enterica","ARO:3002734","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002734","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002734","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3002734","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002734","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002734","perfect","protein homolog model"
"Escherichia coli","ARO:3002734","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3002734","perfect","protein homolog model"
"Proteus mirabilis","ARO:3002734","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002734","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3002734","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3002734","perfect_strict","protein homolog model"
"Serratia marcescens","ARO:3002734","perfect","protein homolog model"
"Enterobacter hormaechei","ARO:3002734","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002734","perfect_strict","protein homolog model"
"Aeromonas hydrophila","ARO:3002734","perfect_strict","protein homolog model"
"Aeromonas hydrophila","ARO:3002734","perfect","protein homolog model"
"Enterobacter cloacae","ARO:3002734","perfect","protein homolog model"
"Shigella flexneri","ARO:3002734","perfect","protein homolog model"
"Shigella flexneri","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3002734","perfect_strict","protein homolog model"
"Helicobacter pylori","ARO:3002734","perfect_strict","protein homolog model"
"Helicobacter pylori","ARO:3002734","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3002734","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002734","perfect","protein homolog model"
"Citrobacter freundii","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter kobei","ARO:3002734","perfect","protein homolog model"
"Citrobacter werkmanii","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter chengduensis","ARO:3002734","perfect","protein homolog model"
"Burkholderia multivorans","ARO:3002734","perfect","protein homolog model"
"Citrobacter portucalensis","ARO:3002734","perfect_strict","protein homolog model"
"Burkholderia multivorans","ARO:3002734","perfect_strict","protein homolog model"
"Citrobacter portucalensis","ARO:3002734","perfect","protein homolog model"
"Enterobacter roggenkampii","ARO:3002734","perfect_strict","protein homolog model"
"Enterobacter roggenkampii","ARO:3002734","perfect","protein homolog model"
"Klebsiella michiganensis","ARO:3002734","perfect","protein homolog model"
"Aeromonas veronii","ARO:3002160","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001338","perfect","protein homolog model"
"Acinetobacter baumannii","ARO:3001338","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001338","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002618","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002618","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002618","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002618","perfect_strict","protein homolog model"
"Providencia rettgeri","ARO:3002357","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002357","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3002357","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002357","perfect","protein homolog model"
"Salmonella enterica","ARO:3002357","perfect","protein homolog model"
"Escherichia coli","ARO:3002357","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3002357","perfect","protein homolog model"
"Providencia rettgeri","ARO:3002357","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002357","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3002357","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002357","perfect","protein homolog model"
"Klebsiella quasipneumoniae","ARO:3002357","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002290","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3002290","perfect_strict","protein homolog model"
"Pseudomonas aeruginosa","ARO:3002290","perfect_strict","protein homolog model"
"Cronobacter sakazakii","ARO:3000939","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3000939","perfect_strict","protein homolog model"
"Shigella boydii","ARO:3000939","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3000939","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3000939","perfect_strict","protein homolog model"
"Salmonella enterica","ARO:3001012","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3001012","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3001012","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001012","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3001012","perfect_strict","protein homolog model"
"Escherichia coli","ARO:3001981","perfect_strict","protein homolog model"
"Bacillus halotolerans","ARO:3002813","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3002813","perfect_strict","protein homolog model"
"Bacillus subtilis","ARO:3002813","perfect","protein homolog model"
"Streptococcus pneumoniae","ARO:3002813","perfect_strict","protein homolog model"
"Bacillus tequilensis","ARO:3002813","perfect_strict","protein homolog model"
"Enterobacter asburiae","ARO:3000768","perfect","protein homolog model"
"Pseudomonas aeruginosa","ARO:3000768","perfect_strict","protein homolog model"
"Acinetobacter pittii","ARO:3000768","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3000768","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3000768","perfect","protein homolog model"
"Acinetobacter nosocomialis","ARO:3000768","perfect_strict","protein homolog model"
"Acinetobacter nosocomialis","ARO:3000768","perfect","protein homolog model"
"Enterobacter asburiae","ARO:3000768","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3002756","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3002756","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001129","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3001129","perfect","protein homolog model"
"Actinobacillus pleuropneumoniae","ARO:3002995","perfect","protein homolog model"
"Actinobacillus indolicus","ARO:3002995","perfect_strict","protein homolog model"
"Glaesserella parasuis","ARO:3002995","perfect_strict","protein homolog model"
"Pasteurella multocida","ARO:3002995","perfect","protein homolog model"
"Haemophilus influenzae","ARO:3002995","perfect_strict","protein homolog model"
"Glaesserella parasuis","ARO:3002995","perfect","protein homolog model"
"Pasteurella multocida","ARO:3002995","perfect_strict","protein homolog model"
"Histophilus somni","ARO:3002995","perfect_strict","protein homolog model"
"Actinobacillus pleuropneumoniae","ARO:3002995","perfect_strict","protein homolog model"
"Histophilus somni","ARO:3002995","perfect","protein homolog model"
"Actinobacillus indolicus","ARO:3002995","perfect","protein homolog model"
"Haemophilus influenzae","ARO:3002995","perfect","protein homolog model"
"Neisseria meningitidis","ARO:3002995","perfect","protein homolog model"
"Neisseria meningitidis","ARO:3002995","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3003380","perfect_strict","protein variant model"
"Klebsiella quasipneumoniae","ARO:3003380","perfect_strict","protein variant model"
"Morganella morganii","ARO:3003014","perfect","protein homolog model"
"Morganella morganii","ARO:3003014","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003014","perfect","protein homolog model"
"Vibrio parahaemolyticus","ARO:3003014","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3003014","perfect_strict","protein homolog model"
"Proteus mirabilis","ARO:3003014","perfect","protein homolog model"
"Klebsiella pneumoniae","ARO:3003014","perfect_strict","protein homolog model"
"Acinetobacter baumannii","ARO:3003014","perfect_strict","protein homolog model"
"Klebsiella pneumoniae","ARO:3003014","perfect","protein homolog model"
"Escherichia coli","ARO:3003014","perfect","protein homolog model"
"Escherichia coli","ARO:3003014","perfect_strict","protein homolog model"
"Enterobacter hormaechei","ARO:3003014","perfect","protein homolog model"
"Vibrio cholerae","ARO:3003014","perfect","protein homolog model"
"Proteus mirabilis","ARO:3003014","perfect_strict","protein homolog model"
"Citrobacter freundii","ARO:3003014","perfect_strict","protein homolog model"
"Shigella sonnei","ARO:3003014","perfect_strict","protein homolog model"
"Vibrio cholerae","ARO:3003014","perfect_strict","protein homolog model"
